Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
2008-02-18,"Caico Seco, Venezuela",Venezuela,Fatal,Destroyed,Airplane,Cessna,650,No,,,Unknown,3.0,0.0,0.0,0.0,VMC,,
2008-02-18,"Ottawa, Canada",Canada,Non-Fatal,,,BOEING,,No,,,,0.0,0.0,0.0,0.0,,,
2008-02-20,"Auxerre, France",France,Fatal,Destroyed,Airplane,Beech,95-55,No,,,Personal,1.0,0.0,1.0,0.0,VMC,,
2008-02-21,"Vik, Iceland",Iceland,Fatal,Substantial,Airplane,PIPER AIRCRAFT INC,PA-28-161,No,1.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,,,The pilot's decision to fly into an area of forecast weather suitable for structural icing.  Contributing to the accident was the effect of the structural icing encountered.
2008-02-25,"Mexico City, Mexico",Mexico,Non-Fatal,Minor,Airplane,Boeing,777-2Q8,No,2.0,Turbo Fan,,0.0,0.0,0.0,403.0,VMC,,
2008-02-27,"Santiago, Chile",Chile,Fatal,Destroyed,Airplane,Cessna,210M,No,,,Instructional,6.0,0.0,0.0,0.0,VMC,,
2008-02-28,"Lago Ranco, Chile",Chile,,Substantial,Airplane,Piper,PA-34-200,No,,,Personal,0.0,0.0,0.0,0.0,VMC,,
2008-03-02,"Rio de Janiero, Brazil",Brazil,Fatal,Destroyed,Airplane,Cirrus Design Corporation,SR-22,No,,,Unknown,4.0,0.0,0.0,0.0,VMC,,
2008-03-02,"Nizhnevartovsk, Russia",Russia,Fatal,Destroyed,Helicopter,Robinson,R-44 II,No,,,Personal,2.0,0.0,0.0,0.0,,,
2008-03-03,"Cusco, Peru",Peru,Non-Fatal,,Airplane,Boeing,737-217,No,,,,0.0,0.0,0.0,54.0,,,
2008-03-05,"Buenos Aires, Argentina",Argentina,Non-Fatal,Minor,,MOONEY,M20J,No,,Reciprocating,Personal,0.0,0.0,0.0,2.0,,,
2008-03-10,"Batam, Indonesia",Indonesia,,,Airplane,Boeing,737-400,No,,,,0.0,0.0,0.0,0.0,,,
2008-03-11,"Santa Cruz, Peru",Peru,Fatal,Destroyed,Helicopter,Bell,412EP,No,,,,10.0,0.0,0.0,0.0,IMC,,
2008-03-14,"Edinburgh, United Kingdom",United Kingdom,Non-Fatal,Minor,Airplane,Cessna,550,No,,,,0.0,0.0,0.0,2.0,,,
2008-03-21,"Limoges, France",France,,,Airplane,Boeing,737-800,No,,,,0.0,0.0,0.0,0.0,,,
2008-03-24,"Freeport, Bahamas",Bahamas,Fatal,Substantial,Airplane,Mooney,M20C,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,
2008-03-25,"Dhaka, Bangladesh",Bangladesh,,Minor,Airplane,Boeing,747-400,No,,,,0.0,0.0,0.0,0.0,,,
2008-03-28,"Monterrey, Mexico",Mexico,Non-Fatal,Substantial,Airplane,British Aerospace,800A,No,,,,0.0,0.0,0.0,2.0,VMC,,
2008-03-28,"Wainwright, Canada",Canada,Fatal,Destroyed,Airplane,Piper,PA-46-350P,No,,,Business,5.0,0.0,0.0,0.0,IMC,,
2008-03-29,"Azores, Portugal",Portugal,,,Airplane,BOEING,777-300ER,No,,Turbo Fan,,0.0,0.0,0.0,0.0,,,
2008-03-30,"Farnborough, Ke, United Kingdom",United Kingdom,Fatal,Destroyed,Airplane,Cessna,500,No,,,Personal,5.0,0.0,0.0,0.0,VMC,,
2008-03-30,"Lahore, Pakistan",Pakistan,,Minor,Airplane,AIRBUS,A321-231,No,2.0,Turbo Fan,,0.0,0.0,0.0,0.0,,,"The accident is being investigated by the Pakistani Civil Aviation Authority. Further information pertaining to this incident may be obtained from:

Headquarters, Civil Aviation Authority
Terminal-1, JIAP
Karachi-75200
Pakistan

Tel.:	(92) 21 924 8720
E-mail:	dgcaa@caapakistan.com.pk
Fax:	(92) 21 924 8722
Telex:	29534 DGCAA PK
SITA:	KHIAPXX to DG HQCAA
AFTN:	OPHQYAYX

This report is for informational purposes only and contains only information obtained for, or released by, the Government of Pakistan"
2008-03-31,"Lencois, Bahia, Brazil",Brazil,Fatal,Destroyed,Airplane,Neiva,NE-821,No,,,,2.0,0.0,0.0,0.0,IMC,,
2008-04-05,"Cairn Gorm, United Kingdom",United Kingdom,,Substantial,Airplane,Piper,PA-32R-300,No,,,Unknown,0.0,0.0,0.0,0.0,,,
2008-04-09,"Nazca, Peru",Peru,Fatal,Destroyed,Airplane,Cessna,U206C,No,,,,5.0,1.0,0.0,0.0,VMC,,
2008-04-13,"San Quintin, Mexico",Mexico,Non-Fatal,Substantial,Airplane,Cessna,182,No,,,Personal,0.0,4.0,0.0,0.0,VMC,,
2008-04-15,"Goma, Central Africa",Central Africa,Fatal,Destroyed,Airplane,McDonnell Douglas,DC-9-51,No,,,,3.0,0.0,40.0,51.0,,,
2008-04-21,"Coari, Brazil",Brazil,Non-Fatal,Substantial,,,,No,,,,0.0,9.0,0.0,8.0,,,
2008-04-22,"Athens, Greece",Greece,Non-Fatal,Destroyed,Helicopter,Schweizer,269C,No,,,Unknown,0.0,2.0,0.0,0.0,VMC,,
2008-04-23,"Parma, Italy",Italy,Fatal,Substantial,Airplane,Piper,PA-46-350P,No,,,,3.0,0.0,0.0,0.0,VMC,,
2008-04-25,"Ciudad Real, Spain",Spain,Fatal,Destroyed,Airplane,Cessna,U206,No,,,Unknown,2.0,0.0,0.0,0.0,,,
2008-04-26,"Germiston, South Africa",South Africa,Fatal,Destroyed,Helicopter,ROBINSON,R-44,No,,,Aerial Observation,2.0,0.0,0.0,0.0,,,
2008-04-27,"Singapore, Senegal",Senegal,Non-Fatal,Minor,Airplane,BOEING,MD-11,No,3.0,,,0.0,0.0,0.0,0.0,,,The Center Landing gear (CLG) strut failed due to intergranular (IG) cracking resulted from a contamination of the surface from the chemical used to clean that area prior to painting.
2008-04-28,"Maiquetia, Venezuela",Venezuela,Fatal,Destroyed,Airplane,Piper,PA-31-310,No,,,,3.0,0.0,0.0,0.0,,,
2008-04-30,"Madrid, Spain",Spain,,Destroyed,Airplane,Cessna,T310Q,No,,,Instructional,0.0,0.0,0.0,0.0,,,
2008-04-30,"Paraty, Brazil",Brazil,Fatal,Destroyed,Helicopter,Agusta/Westland,A109S,No,,,,2.0,0.0,0.0,0.0,,,
2008-05-02,"Rumbek, South Sudan",South Sudan,Fatal,Destroyed,Airplane,Beech,1900C,No,,,,20.0,0.0,0.0,0.0,,,
2008-05-02,"Ilheua, Brazil",Brazil,Fatal,,Airplane,Cessna,C-310Q,No,,,,6.0,0.0,0.0,0.0,,,
2008-05-04,"Santiago, Chile",Chile,,Substantial,Helicopter,Bell,407,No,,,Unknown,0.0,0.0,0.0,0.0,VMC,,
2008-05-08,"Camden, NSW, Australia",Australia,Non-Fatal,,Airplane,American Champion (ACAC),7GCBC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,,,
2008-05-09,"Muanda, Central Africa",Central Africa,Fatal,Destroyed,Helicopter,Bell,206 L-1,No,,,Positioning,1.0,0.0,0.0,0.0,VMC,,
2008-05-09,"Yurimaguas, Peru",Peru,Non-Fatal,Substantial,Airplane,Cessna,172M,No,,,Business,0.0,0.0,0.0,4.0,VMC,,
2008-05-10,"La Paz, Saint Barthelemy",Saint Barthelemy,,Minor,Airplane,FAIRCHILD,Metro 23,No,2.0,Turbo Prop,,0.0,0.0,0.0,0.0,,,.
2008-05-11,"Kilmovee, Ireland",Ireland,Fatal,Substantial,Airplane,Beech,BE-77,No,,,Personal,1.0,0.0,1.0,0.0,VMC,,
2008-05-13,"Los Rios, Spain",Spain,Non-Fatal,Substantial,Airplane,Cessna,T188C,No,,,Aerial Application,0.0,0.0,0.0,1.0,VMC,,
2008-05-15,"Abingdon Downs, Australia",Australia,Fatal,Substantial,Airplane,Cessna,210L,No,1.0,Reciprocating,Aerial Observation,1.0,0.0,0.0,0.0,VMC,,
2008-05-15,"Ucayali, Peru",Peru,Fatal,Destroyed,Airplane,Cessna,T210N,No,1.0,Reciprocating,,5.0,0.0,1.0,0.0,VMC,,
2008-05-17,"Kolonia, Micronesia (Federated States of)",Micronesia,Non-Fatal,Substantial,Airplane,Boeing,B727-200F,No,,,,0.0,0.0,0.0,5.0,VMC,,
2008-05-22,"Saskatoon, Canada",Canada,,Minor,Airplane,Boeing,737-217,No,,,,0.0,0.0,0.0,0.0,,,
2008-05-25,"Leguillac, France",France,Fatal,Destroyed,Airplane,Piper,PA-46-350P,No,,,Personal,2.0,0.0,0.0,0.0,VMC,,
2008-05-25,"Brussels, Belgium",Belgium,Non-Fatal,Destroyed,Airplane,Boeing,B747-200,No,,,,0.0,0.0,0.0,5.0,,,
2008-05-29,"Panama City, Panama",Panama,Fatal,Destroyed,Helicopter,Bell,UH-1N,No,,,,11.0,0.0,1.0,0.0,VMC,,
2008-05-29,"Mariscal, Spain",Spain,Non-Fatal,Substantial,Airplane,Cessna,206F,No,,,Instructional,0.0,0.0,2.0,1.0,VMC,,
2008-05-30,"Tegucgalpa, Honduras",Honduras,Fatal,Substantial,Airplane,Airbus Industrie,A320-233,No,,,,3.0,5.0,0.0,126.0,IMC,,
2008-05-30,"Westerland/Sylt, Germany",Germany,Fatal,Destroyed,Airplane,Beech Aircraft Corporation,A 36,No,,,Unknown,1.0,1.0,1.0,0.0,VMC,,
2008-06-01,"Torino, Italy",Italy,Non-Fatal,Substantial,Helicopter,Sikorsky,S-64F,No,,,Other Work Use,0.0,2.0,0.0,0.0,VMC,,
2008-06-05,"Milano Linate, Italy",Italy,Non-Fatal,Substantial,Airplane,Piper,PA-46-310P,No,,,Unknown,0.0,0.0,0.0,2.0,,,
2008-06-06,"Pucallpa, Peru",Peru,,Minor,Airplane,BOEING,737-2A5,No,2.0,,,0.0,0.0,0.0,0.0,,,<br /><br />
2008-06-07,"La Junta, Chile",Chile,Fatal,Substantial,Airplane,Cessna,208B,No,,,,1.0,9.0,0.0,0.0,IMC,,
2008-06-09,"North Bimini, Bahamas",Bahamas,Non-Fatal,Destroyed,Airplane,Aero Commander,500S,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,
2008-06-10,"Nairegi Enkera, Kenya",Kenya,Fatal,Destroyed,Airplane,Cessna,210,No,,,,4.0,0.0,0.0,0.0,IMC,,
2008-06-10,"Khartoum, South Sudan",South Sudan,Fatal,Destroyed,Airplane,Airbus Industrie,A310-324,No,,,,30.0,0.0,0.0,184.0,IMC,,
2008-06-15,"Regensburg, Germany",Germany,Fatal,Destroyed,Airplane,Beech Aircraft Corp,V 35B,No,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,,
2008-06-20,"Bergen, Norway",Norway,Fatal,Destroyed,Airplane,FAIRCHILD,SA226,No,,,,3.0,0.0,0.0,0.0,,,<br /><br />
2008-06-26,"Jundee, WA, Australia",Australia,Non-Fatal,,Airplane,Embraer,EMB-120ER,No,2.0,Turbo Prop,,0.0,0.0,0.0,2.0,,,
2008-06-28,"Sa Pobla, Spain",Spain,Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,,
2008-07-02,"Milan, Italy",Italy,,Substantial,Airplane,Boeing,B777,No,,,,0.0,0.0,0.0,0.0,,,
2008-07-05,"Jeddah, Saudi Arabia",Saudi Arabia,,Minor,Airplane,BOEING,B747,No,,Turbo Fan,,0.0,0.0,0.0,0.0,,,"Failure of the low pressure turbine stage 3 disk due to a design that is vulnerable to high pressure turbine unbalance-induced synchronous vibration that cannot  be detected in flight, and the subsequent uncontained engine failure."
2008-07-06,"Saltillo, Mexico",Mexico,Fatal,Destroyed,Airplane,MCDONNELL DOUGLAS,DC-9-15,No,,,,1.0,0.0,1.0,0.0,IMC,,
2008-07-07,"Madrid, Colombia",Colombia,Fatal,Destroyed,Airplane,BOEING,747-200FM,No,,,,0.0,3.0,5.0,0.0,VMC,,<br /><br />
2008-07-09,"Parnu, Estonia",Estonia,Fatal,Substantial,Airplane,Piper,PA-28-235,No,,,Personal,1.0,0.0,0.0,0.0,VMC,,
2008-07-10,"Puerto Montt, Chile",Chile,Fatal,Destroyed,Airplane,Raytheon Aircraft Company,99A,No,,,,9.0,0.0,0.0,0.0,IMC,,
2008-07-14,"Port Harcourt, Nigeria",Nigeria,Non-Fatal,Minor,Airplane,Boeing,737-282,No,,,,0.0,1.0,0.0,46.0,IMC,,
2008-07-19,"Gapyeong, South Korea",South Korea,Non-Fatal,Substantial,Helicopter,Sikorsky,S92A,No,,,Unknown,0.0,14.0,2.0,0.0,,,
2008-07-19,"Cusco, Peru",Peru,Non-Fatal,Substantial,Helicopter,Sikorsky,S-61N,No,,,Unknown,0.0,0.0,0.0,13.0,VMC,,
2008-07-23,"Banjarmasin, South Kalimantan, Indonesia",Indonesia,,,Airplane,BOEING,737,No,2.0,,,0.0,0.0,0.0,0.0,,,
2008-07-25,"Manila, Philippines",Philippines,Non-Fatal,Substantial,Airplane,Boeing,747-400,No,,,,0.0,0.0,0.0,365.0,,,
2008-07-29,"Budapest, Hungary",Hungary,,,Airplane,BOEING,767 - 200,No,,,,0.0,0.0,0.0,0.0,,,<br /><br />
2008-07-30,"Tokyo, Japan",Japan,,Minor,,BOEING,777,No,,,,0.0,0.0,0.0,0.0,,,
2008-07-31,"Kiskunlachaza, Hungary",Hungary,Fatal,Destroyed,Helicopter,EUROCOPTER,EC135,No,2.0,,,2.0,1.0,1.0,1.0,,,
2008-08-01,"Adriatic Sea, Croatia",Croatia,Fatal,Substantial,Airplane,Piper,PA-44-180,No,,,Instructional,2.0,0.0,0.0,0.0,,,
2008-08-02,"Guadalajara, Mexico",Mexico,Non-Fatal,Destroyed,Airplane,Learjet,35A,No,,,Unknown,0.0,0.0,0.0,6.0,VMC,,
2008-08-02,"Fretin, France",France,Non-Fatal,Minor,Helicopter,McDonnell Douglas,MD-902,No,,,Positioning,0.0,0.0,0.0,3.0,VMC,,
2008-08-03,"Pitt Meadows, Canada",Canada,Non-Fatal,Substantial,Airplane,Beech,65-A90,No,,,Skydiving,0.0,4.0,4.0,0.0,VMC,,
2008-08-03,"Port Hardy, Canada",Canada,Fatal,Substantial,Airplane,GRUMMAN,G-21A,No,2.0,Reciprocating,,5.0,1.0,1.0,0.0,,,.
2008-08-06,"Alice Arm, Canada",Canada,Fatal,Substantial,Helicopter,Hughes,369D,No,,,,3.0,0.0,0.0,0.0,,,
2008-08-15,"Taipalsaari, Finland",Finland,Fatal,Substantial,Airplane,Piper,PA-28R-200,No,,,Instructional,3.0,0.0,0.0,0.0,VMC,,
2008-08-16,"Paris, France",France,Non-Fatal,,Airplane,BOEING,B737-800,No,,,,0.0,0.0,0.0,2.0,VMC,,.
2008-08-17,"Covington, United Kingdom",United Kingdom,Fatal,,Airplane,Cessna,402C,No,,,Unknown,5.0,0.0,0.0,0.0,,,
2008-08-19,"Las Americas, Las Americas",Dominican Republic,Fatal,Substantial,Airplane,CESSNA,501,No,2.0,Turbo Fan,Personal,1.0,0.0,0.0,0.0,,,
2008-08-20,"Madrid, Spain",Spain,Fatal,Destroyed,Airplane,Boeing,MD-82,No,,,,154.0,0.0,18.0,0.0,,,
2008-08-21,"Copiapo, Chile",Chile,Non-Fatal,Destroyed,,Garlick,UH-1D,No,,,,0.0,1.0,0.0,0.0,VMC,,None.
2008-08-24,"Zacapa, Guatemala",Guatemala,Fatal,Destroyed,Airplane,Cessna,208,No,,,,11.0,0.0,3.0,0.0,VMC,,
2008-08-24,"Bishkek, Kyrgyzstan",Kyrgyzstan,Fatal,Destroyed,Airplane,BOEING,737,No,,,,65.0,25.0,0.0,0.0,,,
2008-08-25,"Curico, Chile",Chile,Fatal,Substantial,Airplane,Beech,BE-55,No,,,Personal,3.0,0.0,0.0,0.0,VMC,,
2008-08-26,"Bogota, Colombia",Colombia,Non-Fatal,,Airplane,BOEING,747-209B,No,4.0,Turbo Fan,,0.0,0.0,0.0,5.0,VMC,,"The combination of fan blade edge contour, variable blade trim, and the high altitude, which resulted in an engine surge."
2008-08-26,"Montreal, Canada",Canada,Non-Fatal,,Airplane,Boeing,B747-436,No,,,,0.0,0.0,0.0,2.0,VMC,,.
2008-08-26,"Pastaza, Spain",Spain,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC,,"On August 26, 2008, about 1100 local time, a Cessna 172, Ecuadorian registration HC-BKY, registered to an operated by Wings of Hope Incorporated, as a medical transport flight, crashed following a loss of engine power, while in cruise flight to Rio Amazonas Airport, Pastaza, Ecuador. Visual meteorological conditions prevailed, and no flight plan was filed. The airplane was substantial damage. The private-rated pilot and passenger received serious injuries. 

According to information obtained from the Ecuadorian Subdireccion de Aviacion Civil, the pilot reported total loss of engine power, while in cruise flight. He conducted an emergency landing, and crashed into trees.

This investigation is under the jurisdiction of the Government of Ecuador. Any further information can be obtained from:

Direccion General de Aviacion Civil
Buenos Aires 149 Y 10 de Agusto
P.O. Box 2077
Quito, Republica del Ecuador

Phone: 593-2-223-8981
Fax; 593-2- 223-8352

This information is for informational purposes only, and contains information released by, or obtained for the Government of Ecuador.  

"
2008-08-30,"Latacunga, Spain",Spain,Fatal,Destroyed,Airplane,BOEING,B737-200,No,2.0,,Ferry,3.0,0.0,0.0,0.0,IMC,,.
2008-09-01,"Bukavu, Central Africa",Central Africa,Fatal,Destroyed,Airplane,BEECH,1900,No,,,,17.0,0.0,0.0,0.0,,,
2008-09-03,"Persian Gulf, Turks And Caicos",Turks And Caicos,Fatal,Substantial,Helicopter,Bell,212,No,,,Unknown,7.0,0.0,0.0,0.0,VMC,,
2008-09-06,"Muzino Village, Russia",Russia,Fatal,Substantial,Helicopter,Robinson,R-44,No,1.0,,Unknown,2.0,0.0,1.0,0.0,,,X
2008-09-09,"El Trebolar, Chile",Chile,Fatal,Substantial,Airplane,CESSNA,172,No,1.0,,Unknown,3.0,0.0,0.0,0.0,,,None.
2008-09-14,"Perm, Russia",Russia,Fatal,Destroyed,Airplane,Boeing,737-500,No,,,,88.0,0.0,0.0,0.0,,,
2008-09-15,"Ojinaga, Mexico",Mexico,Fatal,Substantial,Airplane,Cessna,421B,No,,,,4.0,0.0,0.0,0.0,VMC,,
2008-09-18,"Cork, Ireland",Ireland,Non-Fatal,Minor,Airplane,BOEING,757,No,,,,0.0,0.0,0.0,0.0,,,
2008-09-22,"Quito, Spain",Spain,Non-Fatal,Substantial,Airplane,Fokker,F28-4000,No,,,,0.0,63.0,3.0,0.0,VMC,,
2008-09-24,"Hoxton Park, Australia",Australia,Fatal,Substantial,Airplane,Liberty Aerospace Inc.,XL-2,No,,,Unknown,1.0,0.0,0.0,0.0,VMC,,
2008-09-25,"Talbot Bay, Australia",Australia,Non-Fatal,Substantial,Helicopter,BELL,407T,No,1.0,,,0.0,2.0,0.0,5.0,VMC,,None
2008-09-25,"Douglas Camp, Papua New Guinea",Papua New Guinea,Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,External Load,1.0,0.0,0.0,0.0,VMC,,
2008-10-01,"Yoro, Honduras",Honduras,Non-Fatal,,Helicopter,ROBINSON,R44,No,1.0,,,0.0,3.0,1.0,0.0,VMC,,
2008-10-02,"Bangkok, Thailand",Thailand,Non-Fatal,,Airplane,BOEING,747,No,4.0,,,0.0,13.0,1.0,151.0,,,
2008-10-06,"Oaxaca, Mexico",Mexico,Fatal,Destroyed,Airplane,CESSNA,421,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,,,
2008-10-07,"Learmonth Aerodome, Australia",Australia,Non-Fatal,Minor,Airplane,AIRBUS,A330,No,2.0,,,0.0,0.0,22.0,293.0,,,
2008-10-16,"Maiquetia, Venezuela",Venezuela,Non-Fatal,Substantial,Airplane,BOEING,737,No,2.0,,,0.0,0.0,0.0,55.0,IMC,,.
2008-10-17,"Monterrey, Mexico",Mexico,Fatal,Destroyed,Airplane,CESSNA,402,No,2.0,Reciprocating,,3.0,0.0,0.0,0.0,VMC,,
2008-10-18,"Belgrade, Serbia, Suriname",Suriname,Non-Fatal,Minor,Airplane,BOEING,737,No,2.0,,,0.0,0.0,0.0,189.0,,,
2008-10-21,"Ciudad Victoria, Mexico",Mexico,Fatal,Destroyed,Airplane,CESSNA,310,No,2.0,Reciprocating,Business,5,0.0,0.0,0.0,,,
2008-10-22,"Zurich, Eswatini",Eswatini,Fatal,Destroyed,Airplane,Cirrus Design Corporation,SR22,No,1.0,Reciprocating,Personal,2,0.0,2.0,0.0,IMC,,Under the jurisdiction and control of the Swiss Government.
2008-10-24,"Bauru, Brazil",Brazil,Fatal,Substantial,Airplane,Hawker-Beechcraft,100,No,2.0,,,1,0.0,0.0,0.0,VMC,,None.
2008-10-24,"Asuncion, Panama",Panama,Fatal,Destroyed,,CESSNA,402C,No,,,Personal,5,0.0,0.0,0.0,VMC,,None.
2008-10-24,"Kadena Air Base, Japan, Japan",Japan,Non-Fatal,Substantial,Airplane,CESSNA,172H,No,1.0,Reciprocating,Personal,0,0.0,1.0,3.0,VMC,,.
2008-10-27,"Brussels, Belgium",Belgium,Non-Fatal,Substantial,,BOEING,747,No,4.0,,,0,0.0,0.0,6.0,,,
2008-10-28,"Nuqui, Colombia",Colombia,Fatal,Substantial,Airplane,PIPER,PA-34,No,2.0,,,4,0.0,3.0,0.0,,,
2008-10-28,"Denpasar, Bali, Indonesia",Indonesia,,Minor,Airplane,BOEING,737,No,,,,0,0.0,0.0,0.0,,,
2008-11-01,"Timehri, Guyana",Guyana,Fatal,,Airplane,BEECH,65A90,No,2.0,Turbo Prop,Aerial Observation,3,0.0,0.0,0.0,,,
2008-11-02,"Graz, Austria",Austria,Fatal,Substantial,Airplane,PIPER,34-200T,No,2.0,Reciprocating,Unknown,3,0.0,0.0,0.0,IMC,,"This investigation is under the jurisdiction and control of the Austrian government.  Any further information may be obtained from:

Federal Office of Transport
Accident investigation Branch, Department Aviation
Postfach 207, 1000 Wien
Lohnergasse 9, 1210 Wien
Austria

This report is for informational purposes only and contains only information released by, or obtained from, the AIB of Austria."
2008-11-04,"Punta Chivato, Mexico",Mexico,Fatal,Destroyed,Airplane,BEECH,200,No,2.0,Turbo Prop,Personal,1,0.0,0.0,0.0,VMC,,
2008-11-05,"Mexico City, Mexico",Mexico,Fatal,Destroyed,Airplane,Learjet,45,No,2.0,,,8,0.0,0.0,0.0,,,
2008-11-07,"Bathurst, Australia, Australia",Australia,Fatal,Substantial,Airplane,PIPER,PA31-350,No,2.0,,Unknown,4,0.0,0.0,0.0,,,
2008-11-10,"Turriaco, Italy",Italy,Non-Fatal,Substantial,Airplane,CIRRUS,SR22,No,1.0,,Personal,0,0.0,1.0,3.0,VMC,,
2008-11-10,"Ciampino, Italy",Italy,Non-Fatal,Substantial,Airplane,BOEING,,No,2.0,,,0,0.0,0.0,0.0,,,a
2008-11-16,"Lingen, Germany",Germany,Fatal,Substantial,Helicopter,,Rotorway,No,1.0,,Unknown,1,0.0,0.0,0.0,VMC,,"This investigation is under the jurisdiction and control of the German government. Any further information may be obtained from:

German Federal Bureau of Aircraft Accidents Investigation
Bundesstelle fur Flugenfallensuchung (BFU)
Herman-Blenk Strasse 16
38108 Braunschweig
Germany

This report is for informational purposes only and contains only information released by, or obtained from, the BFU of Germany."
2008-11-16,"Cherbourg, France",France,Fatal,Substantial,Airplane,CIRRUS,SR-22,No,1.0,,Personal,1,0.0,0.0,0.0,VMC,,
2008-11-16,"Vancouver, Canada",Canada,Fatal,Destroyed,Airplane,GRUMMAN,G-21A,No,2.0,Reciprocating,,7,0.0,1.0,0.0,,,
2008-11-18,"Saint Marc, Haiti",Haiti,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,Unknown,1,0.0,0.0,0.0,,,
2008-11-19,"Murray Bridge, Australia",Australia,Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS,369,No,1.0,Turbo Shaft,Other Work Use,1,1.0,1.0,0.0,,,
2008-11-23,"God's Lake Narrows, Canada",Canada,Non-Fatal,Destroyed,Airplane,BEECH,A100,No,2.0,Turbo Prop,Other Work Use,0,5.0,0.0,0.0,VMC,,NONE.
2008-11-24,"Vetas, Colombia",Colombia,Fatal,Substantial,Helicopter,BELL,206,No,1.0,,Business,3,0.0,0.0,0.0,VMC,,None.
2008-11-27,"Perpignan, France",France,Fatal,Destroyed,Airplane,AIRBUS,A320,No,2.0,,Flight Test,7,0.0,0.0,0.0,,,
2008-11-28,"Anapolis, Brazil",Brazil,Fatal,Destroyed,Airplane,BEECH,58,No,2.0,Reciprocating,Personal,4,0.0,2.0,0.0,VMC,,
2008-12-03,"Cordoba, Colombia, Colombia",Colombia,Fatal,Destroyed,,AERO COMMANDER,500,No,,,Personal,2,0.0,0.0,0.0,VMC,,
2008-12-07,"Cobra River, Manaus, Brazil",Brazil,Fatal,Substantial,Airplane,MAULE,M7,No,1.0,Reciprocating,Unknown,1,2.0,2.0,0.0,VMC,,
2008-12-08,"Tlaxcala, Mexico",Mexico,Fatal,Substantial,Airplane,Learjet,Lear 23,No,2.0,,,2,0.0,0.0,0.0,VMC,,
2008-12-11,"Kemi, Finland",Finland,Non-Fatal,Minor,Airplane,EMBRAER,EMB145,No,2.0,,,0,0.0,0.0,25.0,,,
2008-12-12,"Stuttgart, Germany",Germany,Non-Fatal,Substantial,,BOEING,,No,2.0,,,0,0.0,0.0,0.0,,,.
2008-12-14,"Baden, Austria",Austria,Fatal,Destroyed,Airplane,PIPER,PA46,No,1.0,Reciprocating,Personal,2,0.0,0.0,0.0,IMC,,"This investigation is under the jurisdiction and control of the Austrian government.  Any further information may be obtained from:

Federal Office of Transport
Accident investigation Branch, Department Aviation
Postfach 207, 1000 Wien
Lohnergasse 9, 1210 Wien
Austria

This report is for informational purposes only and contains only information released by, or obtained from, the AIB of Austria."
2008-12-15,"Turks and Caicos, Tokelau",Tokelau,Fatal,Destroyed,,BRITTEN NORMAN,BN-2A MK III,No,3.0,,,12,0.0,0.0,0.0,,,
2008-12-18,"Buenos Aires, Argentina",Argentina,Fatal,Destroyed,Airplane,PIPER,PA-31T,No,2.0,,,2,0.0,0.0,0.0,,,
2008-12-20,"Saltillo, Mexico",Mexico,Fatal,Destroyed,Airplane,CESSNA,210,No,1.0,Reciprocating,Unknown,2,0.0,3.0,0.0,VMC,,
2008-12-23,"Norfolk, England, United Kingdom",United Kingdom,Non-Fatal,Minor,Helicopter,AGUSTA,AW-139,No,2.0,Turbo Shaft,Business,0,0.0,0.0,0.0,,,
2008-12-27,"Lorenzo, Brazil",Brazil,Non-Fatal,Minor,Airplane,PIPER,PA31-350,No,2.0,Reciprocating,,0,0.0,0.0,8.0,,,
2008-12-28,"Honiara, Solomon Islands",Solomon Islands,Fatal,Destroyed,Helicopter,HUGHES,369,No,1.0,Turbo Shaft,Other Work Use,1,0.0,1.0,0.0,VMC,,"The pilot's failure to remove the tail rotor pedal lock before attempting flight, resulting in a loss of control."
2008-12-29,"Rio De Janiero, Brazil",Brazil,Non-Fatal,Substantial,,SIKORSKY,S76,No,,,,0,0.0,0.0,7.0,,,
2008-12-30,"Valenca, Brazil",Brazil,Fatal,Destroyed,,BEECH,V35,No,,,Personal,3,0.0,0.0,0.0,IMC,,
2008-12-31,"Luton Airport, United Kingdom",United Kingdom,Non-Fatal,,Airplane,BOEING,737,No,,,,0,0.0,0.0,0.0,,,
